Pokedex Id,Name,Classification,Alternate Form Name,Group,Height,Weight,Primary Type,Secondary Type,Primary Ability,Secondary Ability,Hidden Ability,Male Ratio,Female Ratio,HP,Attack,Defense,SpAtk,SpDef,Speed,BST,CatchRate,Experience Growth Rate,Experience Growth Points Total,Egg Group,Evolution Details,Original Name
787,Tapu Bulu,Land Spirit Pokémon,None,Legendary,1.9,45.5,Grass,Fairy,Grassy Surge,None,Telepathy,0.0,0.0,70,130,115,85,95,75,570,3,Slow,1250000,No Eggs Discovered,No Evolution,Tapu Bulu
788,Tapu Fini,Land Spirit Pokémon,None,Legendary,1.3,21.2,Water,Fairy,Misty Surge,None,Telepathy,0.0,0.0,70,75,115,95,130,85,570,3,Slow,1250000,No Eggs Discovered,No Evolution,Tapu Fini
789,Cosmog,Nebula Pokémon,None,Legendary,0.2,0.1,Psychic,None,Unaware,None,None,0.0,0.0,43,29,31,29,31,37,200,45,Slow,1250000,No Eggs Discovered,No Evolution,Cosmog
790,Cosmoem,Protostar Pokémon,None,Legendary,0.1,999.9,Psychic,None,Sturdy,None,None,0.0,0.0,43,29,131,29,131,37,400,45,Slow,1250000,No Eggs Discovered,Level 43,Cosmoem
791,Solgaleo,Sunne Pokémon,None,Legendary,3.4,230.0,Psychic,Steel,Full Metal Body,None,None,0.0,0.0,137,137,107,113,89,97,680,45,Slow,1250000,No Eggs Discovered,Level 53 In Sun Or Ultra Sun,Solgaleo
792,Lunala,Moone Pokémon,None,Legendary,4.0,120.0,Psychic,Ghost,Shadow Shield,None,None,0.0,0.0,137,113,89,137,107,97,680,45,Slow,1250000,No Eggs Discovered,Level 53 In Moon Or Ultra Moon,Lunala
793,Nihilego,Parasite Pokémon,None,Ultra Beast,1.2,55.5,Rock,Poison,Beast Boost,None,None,0.0,0.0,109,53,47,127,131,103,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Nihilego
794,Buzzwole,Swollen Pokémon,None,Ultra Beast,2.4,333.6,Bug,Fighting,Beast Boost,None,None,0.0,0.0,107,139,139,53,53,79,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Buzzwole
795,Pheromosa,Lissome Pokémon,None,Ultra Beast,1.8,25.0,Bug,Fighting,Beast Boost,None,None,0.0,0.0,71,137,37,137,37,151,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Pheromosa
796,Xurkitree,Glowing Pokémon,None,Ultra Beast,3.8,100.0,Electric,None,Beast Boost,None,None,0.0,0.0,83,89,71,173,71,83,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Xurkitree
797,Celesteela,Launch Pokémon,None,Ultra Beast,9.2,999.9,Steel,Flying,Beast Boost,None,None,0.0,0.0,97,101,103,107,101,61,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Celesteela
798,Kartana,Drawn Sword Pokémon,None,Ultra Beast,0.3,0.1,Grass,Steel,Beast Boost,None,None,0.0,0.0,59,181,131,59,31,109,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Kartana
799,Guzzlord,Junkivore Pokémon,None,Ultra Beast,5.5,888.0,Dark,Dragon,Beast Boost,None,None,0.0,0.0,223,101,53,97,53,43,570,45,Slow,1250000,No Eggs Discovered,No Evolution,Guzzlord
800,Necrozma (Dusk Mane),Prism Pokémon,Dusk Mane,Legendary,3.8,460.0,Psychic,Steel,Prism Armor,None,None,0.0,0.0,97,157,127,113,109,77,680,255,Slow,1250000,No Eggs Discovered,No Evolution,Necrozma
800,Necrozma (Dawn Wings),Prism Pokémon,Dawn Wings,Legendary,4.2,350.0,Psychic,Ghost,Prism Armor,None,None,0.0,0.0,97,113,109,157,127,77,680,255,Slow,1250000,No Eggs Discovered,No Evolution,Necrozma
800,Necrozma (Ultra),Prism Pokémon,Ultra,Legendary,7.5,230.0,Psychic,Dragon,Neuroforce,None,None,0.0,0.0,97,167,97,167,97,129,754,255,Slow,1250000,No Eggs Discovered,No Evolution,Necrozma
800,Necrozma,Prism Pokémon,None,Legendary,2.4,230.0,Psychic,None,Prism Armor,None,None,0.0,0.0,97,107,101,127,89,79,600,255,Slow,1250000,No Eggs Discovered,No Evolution,Necrozma
801,Magearna,Artificial Pokémon,None,Mythical,1.0,80.5,Steel,Fairy,Soul-Heart,None,None,0.0,0.0,80,95,115,130,115,65,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Magearna
802,Marshadow,Gloomdweller Pokémon,None,Mythical,0.7,22.2,Fighting,Ghost,Technician,None,None,0.0,0.0,90,125,80,90,90,125,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Marshadow
803,Poipole,Poison Pin Pokémon,None,Ultra Beast,0.6,1.8,Poison,None,Beast Boost,None,None,0.0,0.0,67,73,67,73,67,73,420,45,Slow,1250000,No Eggs Discovered,No Evolution,Poipole
804,Naganadel,Poison Pin Pokémon,None,Ultra Beast,3.6,150.0,Poison,Dragon,Beast Boost,None,None,0.0,0.0,73,73,73,127,73,121,540,45,Slow,1250000,No Eggs Discovered,Knowing Dragon Pulse,Naganadel
805,Stakataka,Rampart Pokémon,None,Ultra Beast,5.5,820.0,Rock,Steel,Beast Boost,None,None,0.0,0.0,61,131,211,53,101,13,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Stakataka
806,Blacephalon,Fireworks Pokémon,None,Ultra Beast,1.8,13.0,Fire,Ghost,Beast Boost,None,None,0.0,0.0,53,127,53,151,79,107,570,30,Slow,1250000,No Eggs Discovered,No Evolution,Blacephalon
807,Zeraora,Thunderclap Pokémon,None,Mythical,1.5,44.5,Electric,None,Volt Absorb,None,None,0.0,0.0,88,112,75,102,80,143,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Zeraora
808,Meltan,Hex Nut Pokémon,None,Mythical,0.2,8.0,Steel,None,Magnet Pull,None,None,0.0,0.0,46,65,65,55,35,34,300,3,Slow,1250000,No Eggs Discovered,No Evolution,Meltan
809,Melmetal,Hex Nut Pokémon,None,Mythical,2.5,800.0,Steel,None,Iron Fist,None,None,0.0,0.0,135,143,143,80,65,34,600,3,Slow,1250000,No Eggs Discovered,400 Meltan Candy,Melmetal
810,Grookey,Chimp Pokémon,None,Starter,0.3,5.0,Grass,None,Overgrow,None,Grassy Surge,87.5,12.5,50,65,50,40,40,65,310,45,Medium Slow,1059860,Field,No Evolution,Grookey
811,Thwackey,Beat Pokémon,None,Starter,0.7,14.0,Grass,None,Overgrow,None,Grassy Surge,87.5,12.5,70,85,70,55,60,80,420,45,Medium Slow,1059860,Field,Level 16,Thwackey
812,Rillaboom,Drummer Pokémon,None,Starter,2.1,90.0,Grass,None,Overgrow,None,Grassy Surge,87.5,12.5,100,125,90,60,70,85,530,45,Medium Slow,1059860,Field,Level 35,Rillaboom
813,Scorbunny,Rabbit Pokémon,None,Starter,0.3,4.5,Fire,None,Blaze,None,Libero,87.5,12.5,50,71,40,40,40,69,310,45,Medium Slow,1059860,Field,No Evolution,Scorbunny
814,Raboot,Rabbit Pokémon,None,Starter,0.6,9.0,Fire,None,Blaze,None,Libero,87.5,12.5,65,86,50,55,60,94,410,45,Medium Slow,1059860,Field,Level 16,Raboot
815,Cinderace,Striker Pokémon,None,Starter,1.4,33.0,Fire,None,Blaze,None,Libero,87.5,12.5,80,116,75,65,75,119,530,45,Medium Slow,1059860,Field,Level 35,Cinderace
816,Sobble,Water Lizard Pokémon,None,Starter,0.3,4.0,Water,None,Torrent,None,Sniper,87.5,12.5,50,40,40,70,40,70,310,45,Medium Slow,1059860,Water 1,No Evolution,Sobble
817,Drizzile,Water Lizard Pokémon,None,Starter,0.7,11.5,Water,None,Torrent,None,Sniper,87.5,12.5,65,60,55,95,55,90,420,45,Medium Slow,1059860,Water 1,Level 16,Drizzile
818,Inteleon,Secret Agent Pokémon,None,Starter,1.9,45.2,Water,None,Torrent,None,Sniper,87.5,12.5,70,85,65,125,65,120,530,45,Medium Slow,1059860,Water 1,Level 35,Inteleon
819,Skwovet,Cheeky Pokémon,None,,0.3,2.5,Normal,None,Cheek Pouch,None,Gluttony,50.0,50.0,70,55,55,35,35,25,275,255,Medium Fast,1000000,Field,No Evolution,Skwovet
820,Greedent,Greedy Pokémon,None,,0.6,6.0,Normal,None,Cheek Pouch,None,Gluttony,50.0,50.0,120,95,95,55,75,20,460,90,Medium Fast,1000000,Field,Level 24,Greedent
821,Rookidee,Tiny Bird Pokémon,None,,0.2,1.8,Flying,None,Keen Eye,Unnerve,Big Pecks,50.0,50.0,38,47,35,33,35,57,245,255,Medium Slow,1059860,Flying,No Evolution,Rookidee
822,Corvisquire,Raven Pokémon,None,,0.8,16.0,Flying,None,Keen Eye,Unnerve,Big Pecks,50.0,50.0,68,67,55,43,55,77,365,120,Medium Slow,1059860,Flying,Level 18,Corvisquire
823,Corviknight,Raven Pokémon,None,,2.2,75.0,Flying,Steel,Pressure,Unnerve,Mirror Armor,50.0,50.0,98,87,105,53,85,67,495,45,Medium Slow,1059860,Flying,Level 38,Corviknight
824,Blipbug,Larva Pokémon,None,,0.4,8.0,Bug,None,Swarm,Compound Eyes,Telepathy,50.0,50.0,25,20,20,25,45,45,180,255,Medium Fast,1000000,Bug,No Evolution,Blipbug
825,Dottler,Radome Pokémon,None,,0.4,19.5,Bug,Psychic,Swarm,Compound Eyes,Telepathy,50.0,50.0,50,35,80,50,90,30,335,120,Medium Fast,1000000,Bug,Level 10,Dottler
826,Orbeetle,Seven Spot Pokémon,None,,0.4,40.8,Bug,Psychic,Swarm,Frisk,Telepathy,50.0,50.0,60,45,110,80,120,90,505,45,Medium Fast,1000000,Bug,Level 30,Orbeetle
827,Nickit,Fox Pokémon,None,,0.6,8.9,Dark,None,Run Away,Unburden,Stakeout,50.0,50.0,40,28,28,47,52,50,245,255,Fast,800000,Field,No Evolution,Nickit
828,Thievul,Fox Pokémon,None,,1.2,19.9,Dark,None,Run Away,Unburden,Stakeout,50.0,50.0,70,58,58,87,92,90,455,127,Fast,800000,Field,Level 18,Thievul
829,Gossifleur,Flowering Pokémon,None,,0.4,2.2,Grass,None,Cotton Down,Regenerator,Effect Spore,50.0,50.0,40,40,60,40,60,10,250,190,Medium Fast,1000000,Grass,No Evolution,Gossifleur
830,Eldegoss,Cotton Bloom Pokémon,None,,0.5,2.5,Grass,None,Cotton Down,Regenerator,Effect Spore,50.0,50.0,60,50,90,80,120,60,460,75,Medium Fast,1000000,Grass,Level 20,Eldegoss
831,Wooloo,Sheep Pokémon,None,,0.6,6.0,Normal,None,Fluffy,Run Away,Bulletproof,50.0,50.0,42,40,55,40,45,48,270,255,Medium Fast,1000000,Field,No Evolution,Wooloo
832,Dubwool,Sheep Pokémon,None,,1.3,43.0,Normal,None,Fluffy,Steadfast,Bulletproof,50.0,50.0,72,80,100,60,90,88,490,127,Medium Fast,1000000,Field,Level 24,Dubwool
833,Chewtle,Snapping Pokémon,None,,0.3,8.5,Water,None,Strong Jaw,Shell Armor,Swift Swim,50.0,50.0,50,64,50,38,38,44,284,255,Medium Fast,1000000,Monster,No Evolution,Chewtle
834,Drednaw,Bite Pokémon,None,,1.0,115.5,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,50.0,50.0,90,115,90,48,68,74,485,75,Medium Fast,1000000,Monster,Level 22,Drednaw
835,Yamper,Puppy Pokémon,None,,0.3,13.5,Electric,None,Ball Fetch,None,Rattled,50.0,50.0,59,45,50,40,50,26,270,255,Fast,800000,Field,No Evolution,Yamper
836,Boltund,Dog Pokémon,None,,1.0,34.0,Electric,None,Strong Jaw,None,Competitive,50.0,50.0,69,90,60,90,60,121,490,45,Fast,800000,Field,Level 25,Boltund
837,Rolycoly,Coal Pokémon,None,,0.3,12.0,Rock,None,Steam Engine,Heatproof,Flash Fire,50.0,50.0,30,40,50,40,50,30,240,255,Medium Slow,1059860,Mineral,No Evolution,Rolycoly
838,Carkol,Coal Pokémon,None,,1.1,78.0,Rock,Fire,Steam Engine,Flame Body,Flash Fire,50.0,50.0,80,60,90,60,70,50,410,120,Medium Slow,1059860,Mineral,Level 18,Carkol
839,Coalossal,Coal Pokémon,None,,2.8,310.5,Rock,Fire,Steam Engine,Flame Body,Flash Fire,50.0,50.0,110,80,120,80,90,30,510,45,Medium Slow,1059860,Mineral,Level 34,Coalossal
840,Applin,Apple Core Pokémon,None,,0.2,0.5,Grass,Dragon,Ripen,Gluttony,Bulletproof,50.0,50.0,40,40,80,40,40,20,260,255,Erratic,600000,Grass,No Evolution,Applin
841,Flapple,Apple Wing Pokémon,None,,0.3,1.0,Grass,Dragon,Ripen,Gluttony,Hustle,50.0,50.0,70,110,80,95,60,70,485,45,Erratic,600000,Grass,Tart Apple,Flapple
842,Appletun (Gigantamax),Apple Nectar Pokémon,Gigantamax,,24.0,0.0,Grass,Dragon,Ripen,Gluttony,Thick Fat,50.0,50.0,110,85,80,100,80,30,485,45,Erratic,600000,Grass,No Evolution,Appletun
843,Silicobra,Sand Snake Pokémon,None,,2.2,7.6,Ground,None,Sand Spit,Shed Skin,Sand Veil,50.0,50.0,52,57,75,35,50,46,315,255,Medium Fast,1000000,Field,No Evolution,Silicobra
844,Sandaconda,Sand Snake Pokémon,None,,3.8,65.5,Ground,None,Sand Spit,Shed Skin,Sand Veil,50.0,50.0,72,107,125,65,70,71,510,120,Medium Fast,1000000,Field,Level 36,Sandaconda
845,Cramorant,Gulp Pokémon,None,,0.8,18.0,Flying,Water,Gulp Missile,None,None,50.0,50.0,70,85,55,85,95,85,475,45,Medium Fast,1000000,Water 1,No Evolution,Cramorant
846,Arrokuda,Rush Pokémon,None,,0.5,1.0,Water,None,Swift Swim,None,Propeller Tail,50.0,50.0,41,63,40,40,30,66,280,255,Slow,1250000,Water 2,No Evolution,Arrokuda
847,Barraskewda,Skewer Pokémon,None,,1.3,30.0,Water,None,Swift Swim,None,Propeller Tail,50.0,50.0,61,123,60,60,50,136,490,60,Slow,1250000,Water 2,Level 26,Barraskewda
848,Toxel,Baby Pokémon,None,,0.4,11.0,Electric,Poison,Rattled,Static,Klutz,50.0,50.0,40,38,35,54,35,40,242,75,Medium Slow,1059860,No Eggs Discovered,No Evolution,Toxel
849,Toxtricity (Amped),Punk Pokémon,Amped,,1.6,40.0,Electric,Poison,Punk Rock,Plus,Technician,50.0,50.0,75,98,70,114,70,75,502,45,Medium Slow,1059860,Human-Like,"Level 30 With An Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Quirky, Rash, or Sassy Nature",Toxtricity
849,Toxtricity (Low Key),Punk Pokémon,Low Key,,1.6,40.0,Electric,Poison,Punk Rock,Minus,Technician,50.0,50.0,75,98,70,114,70,75,502,45,Medium Slow,1059860,Human-Like,"Level 30 With A Bashful, Bold, Calm, Careful, Gentle, Lonely, Mild, Modest, Quiet, Relaxed, Serious, or Timid Nature",Toxtricity
849,Toxtricity (Gigantamax),Punk Pokémon,Gigantamax,,24.0,0.0,Electric,Poison,Punk Rock,Plus,Technician,50.0,50.0,75,98,70,114,70,75,502,45,Medium Slow,1059860,Human-Like,No Evolution,Toxtricity
849,Toxtricity (Low Key Gigantamax),Punk Pokémon,Gigantamax,,24.0,0.0,Electric,Poison,Punk Rock,Minus,Technician,50.0,50.0,75,98,70,114,70,75,502,45,Medium Slow,1059860,Human-Like,No Evolution,Toxtricity
850,Sizzlipede,Radiator Pokémon,None,,0.7,1.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,50.0,50.0,50,65,45,50,50,45,305,190,Medium Fast,1000000,Bug,No Evolution,Sizzlipede
851,Centiskorch,Radiator Pokémon,None,,3.0,120.0,Fire,Bug,Flash Fire,White Smoke,Flame Body,50.0,50.0,100,115,65,90,90,65,525,75,Medium Fast,1000000,Bug,Level 28,Centiskorch
852,Clobbopus,Tantrum Pokémon,None,,0.6,4.0,Fighting,None,Limber,None,Technician,50.0,50.0,50,68,60,50,50,32,310,180,Medium Slow,1059860,Water 1,No Evolution,Clobbopus
853,Grapploct,Jujitsu Pokémon,None,,1.6,39.0,Fighting,None,Limber,None,Technician,50.0,50.0,80,118,90,70,80,42,480,45,Medium Slow,1059860,Water 1,Knowing Taunt,Grapploct
854,Sinistea,Black Tea Pokémon,None,,0.1,0.2,Ghost,None,Weak Armor,None,Cursed Body,0.0,0.0,40,45,45,74,54,50,308,120,Medium Fast,1000000,Mineral,No Evolution,Sinistea
855,Polteageist (Antique),Black Tea Pokémon,Antique,,0.2,0.4,Ghost,None,Weak Armor,None,Cursed Body,0.0,0.0,60,65,65,134,114,70,508,60,Medium Fast,1000000,Mineral,Chipped Pot,Polteageist
856,Hatenna,Calm Pokémon,None,,0.4,3.4,Psychic,None,Healer,Anticipation,Magic Bounce,0.0,100.0,42,30,45,56,53,39,265,235,Slow,1250000,Fairy,No Evolution,Hatenna
857,Hattrem,Serene Pokémon,None,,0.6,4.8,Psychic,None,Healer,Anticipation,Magic Bounce,0.0,100.0,57,40,65,86,73,49,370,120,Slow,1250000,Fairy,Level 32,Hattrem
858,Hatterene,Silent Pokémon,None,,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,0.0,100.0,57,90,95,136,103,29,510,45,Slow,1250000,Fairy,Level 42,Hatterene
859,Impidimp,Wily Pokémon,None,,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,45,45,30,55,40,50,265,255,Medium Fast,1000000,Fairy,No Evolution,Impidimp
860,Morgrem,Devious Pokémon,None,,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,65,60,45,75,55,70,370,120,Medium Fast,1000000,Fairy,Level 32,Morgrem
861,Grimmsnarl,Bulk Up Pokémon,None,,1.5,61.0,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,95,120,65,95,75,60,510,45,Medium Fast,1000000,Fairy,Level 42,Grimmsnarl
862,Obstagoon,Blocking Pokémon,None,,1.6,46.0,Dark,Normal,Reckless,Guts,Defiant,50.0,50.0,93,90,101,60,81,95,520,45,Medium Fast,1000000,Field,Level 35 At Night,Obstagoon
863,Perrserker,Viking Pokémon,None,,0.8,28.0,Steel,None,Battle Armor,Tough Claws,Steely Spirit,50.0,50.0,70,110,100,50,60,50,440,90,Medium Fast,1000000,Field,Level 28,Perrserker
864,Cursola,Coral Pokémon,None,,1.0,0.4,Ghost,None,Weak Armor,None,Perish Body,25.0,75.0,60,95,50,145,130,30,510,30,Fast,800000,Water 1,Level 38,Cursola
865,Sirfetch'd,Wild Duck Pokémon,None,,0.8,117.0,Fighting,None,Steadfast,None,Scrappy,50.0,50.0,62,135,95,68,82,65,507,45,Medium Fast,1000000,Flying,Land Three Critical Hits In One Battle,Sirfetch'd
866,Mr. Rime,Comedian Pokémon,None,,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,50.0,50.0,80,85,75,110,100,70,520,45,Medium Fast,1000000,Human-Like,Level 42,Mr. Rime
867,Runerigus,Grudge Pokémon,None,,1.6,66.6,Ground,Ghost,Wandering Spirit,None,None,50.0,50.0,58,95,145,50,105,30,483,90,Medium Fast,1000000,Mineral,Take 49+ Damage and Travel Under Stone Bridge in Dusty Bowl in Galar,Runerigus
868,Milcery,Cream Pokémon,None,,0.2,0.3,Fairy,None,Sweet Veil,None,Aroma Veil,0.0,100.0,45,40,40,50,61,34,270,200,Medium Fast,1000000,Fairy,No Evolution,Milcery
869,Alcremie,Cream Pokémon,None,,0.3,0.5,Fairy,None,Sweet Veil,None,Aroma Veil,0.0,100.0,65,60,75,110,121,64,495,100,Medium Fast,1000000,Fairy,Spin Clockwise Less Than 5 Seconds During The Day,Alcremie
870,Falinks,Formation Pokémon,None,,3.0,62.0,Fighting,None,Battle Armor,None,Defiant,0.0,0.0,60,100,100,70,60,75,465,45,Medium Fast,1000000,Fairy,No Evolution,Falinks
871,Pincurchin,Sea Urchin Pokémon,None,,0.3,1.0,Electric,None,Lightning Rod,None,Electric Surge,50.0,50.0,48,101,95,91,85,15,435,75,Medium Fast,1000000,Water 1,No Evolution,Pincurchin
872,Snom,Worm Pokémon,None,,0.3,3.8,Ice,Bug,Shield Dust,None,Ice Scales,50.0,50.0,30,25,35,45,30,20,185,190,Medium Fast,1000000,Bug,No Evolution,Snom
873,Frosmoth,Frost Moth Pokémon,None,,1.3,42.0,Ice,Bug,Shield Dust,None,Ice Scales,50.0,50.0,70,65,60,125,90,65,475,75,Medium Fast,1000000,Bug,During The Night,Frosmoth
874,Stonjourner,Big Rock Pokémon,None,,2.5,520.0,Rock,None,Power Spot,None,None,50.0,50.0,100,125,135,20,20,70,470,60,Slow,1250000,Mineral,No Evolution,Stonjourner
875,Eiscue (Ice Face),Penguin Pokémon,Ice Face,,1.4,89.0,Ice,None,Ice Face,None,None,50.0,50.0,75,80,110,65,90,50,470,60,Slow,1250000,Water 1,No Evolution,Eiscue
875,Eiscue (Noice),Penguin Pokémon,Noice,,1.4,89.0,Ice,None,Ice Face,None,None,50.0,50.0,75,80,70,65,50,130,470,60,Slow,1250000,Water 1,No Evolution,Eiscue
876,Indeedee,Emotion Pokémon,None,,0.9,28.0,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,100.0,0.0,60,65,55,105,95,95,475,30,Fast,800000,Fairy,No Evolution,Indeedee
876,Indeedee (Female),Emotion Pokémon,Female,,0.9,28.0,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,0.0,100.0,70,55,65,95,105,85,475,30,Fast,800000,Fairy,No Evolution,Indeedee
877,Morpeko (Full Belly Mode),Two-Sided Pokémon,Full Belly Mode,,0.3,3.0,Electric,Dark,Hunger Switch,None,None,50.0,50.0,58,95,58,70,58,97,436,180,Medium Fast,1000000,Field,No Evolution,Morpeko
878,Cufant,Copperderm Pokémon,None,,1.2,100.0,Steel,None,Sheer Force,None,Heavy Metal,50.0,50.0,72,80,49,40,49,40,330,190,Medium Fast,1000000,Field,No Evolution,Cufant
879,Copperajah,Copperderm Pokémon,None,,3.0,650.0,Steel,None,Sheer Force,None,Heavy Metal,50.0,50.0,122,130,69,80,69,30,500,90,Medium Fast,1000000,Field,Level 34,Copperajah
880,Dracozolt,Fossil Pokémon,None,,1.8,190.0,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,0.0,0.0,90,100,90,80,70,75,505,45,Slow,1250000,No Eggs Discovered,No Evolution,Dracozolt
881,Arctozolt,Fossil Pokémon,None,,2.3,150.0,Electric,Ice,Volt Absorb,Static,Slush Rush,0.0,0.0,90,100,90,90,80,55,505,45,Slow,1250000,No Eggs Discovered,No Evolution,Arctozolt
882,Dracovish,Fossil Pokémon,None,,2.3,215.0,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,0.0,0.0,90,90,100,70,80,75,505,45,Slow,1250000,No Eggs Discovered,No Evolution,Dracovish
883,Arctovish,Fossil Pokémon,None,,2.0,175.0,Water,Ice,Water Absorb,Ice Body,Slush Rush,0.0,0.0,90,90,100,80,90,55,505,45,Slow,1250000,No Eggs Discovered,No Evolution,Arctovish
884,Duraludon,Alloy Pokémon,None,,1.8,40.0,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,50.0,50.0,70,95,115,120,50,85,535,45,Medium Fast,1000000,Mineral,No Evolution,Duraludon
885,Dreepy,Lingering Pokémon,None,Pseudo-Legendary,0.5,2.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,28,60,30,40,30,82,270,45,Slow,1250000,Amorphous,No Evolution,Dreepy
886,Drakloak,Caretaker Pokémon,None,Pseudo-Legendary,1.4,11.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,68,80,50,60,50,102,410,45,Slow,1250000,Amorphous,Level 50,Drakloak
887,Dragapult,Stealth Pokémon,None,Pseudo-Legendary,3.0,50.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,88,120,75,100,75,142,600,45,Slow,1250000,Amorphous,Level 60,Dragapult
888,Zacian (Hero of Many Battles),Warrior Pokémon,Hero of Many Battles,Legendary,2.8,110.0,Fairy,None,Intrepid Sword,None,None,0.0,0.0,92,120,115,80,115,138,660,10,Slow,1250000,No Eggs Discovered,No Evolution,Zacian
888,Zacian (Crowned),Warrior Pokémon,Crowned,Legendary,2.8,355.0,Fairy,Steel,Intrepid Sword,None,None,0.0,0.0,92,150,115,80,115,148,700,10,Slow,1250000,No Eggs Discovered,No Evolution,Zacian
889,Zamazenta (Hero of Many Battles),Warrior Pokémon,Hero of Many Battles,Legendary,2.9,210.0,Fighting,None,Dauntless Shield,None,None,0.0,0.0,92,120,115,80,115,138,660,10,Slow,1250000,No Eggs Discovered,No Evolution,Zamazenta
889,Zamazenta (Crowned),Warrior Pokémon,Crowned,Legendary,2.9,785.0,Fighting,Steel,Dauntless Shield,None,None,0.0,0.0,92,120,140,80,140,128,700,10,Slow,1250000,No Eggs Discovered,No Evolution,Zamazenta
890,Eternatus,Gigantic Pokémon,None,Legendary,20.0,950.0,Poison,Dragon,Pressure,None,None,0.0,0.0,140,85,95,145,95,130,690,255,Slow,1250000,No Eggs Discovered,No Evolution,Eternatus
890,Eternatus (Eternamax),Gigantic Pokémon,Eternamax,Legendary,100.0,0.0,Poison,Dragon,Pressure,None,None,0.0,0.0,255,115,250,125,250,130,1125,255,Slow,1250000,No Eggs Discovered,No Evolution,Eternatus
891,Kubfu,Wushu Pokémon,None,Legendary,0.6,12.0,Fighting,None,Inner Focus,None,None,87.5,12.5,60,90,60,53,50,72,385,3,Slow,1250000,No Eggs Discovered,No Evolution,Kubfu
892,Urshifu (Single Strike Style),Wushu Pokémon,Single Strike Style,Legendary,1.9,105.0,Fighting,Dark,Unseen Fist,None,None,87.5,12.5,100,130,100,63,60,97,550,3,Slow,1250000,No Eggs Discovered,Scroll of Darkness,Urshifu
892,Urshifu (Rapid Strike Style),Wushu Pokémon,Rapid Strike Style,Legendary,1.9,105.0,Fighting,Water,Unseen Fist,None,None,87.5,12.5,100,130,100,63,60,97,550,3,Slow,1250000,No Eggs Discovered,Scroll of Waters,Urshifu
892,Urshifu (Single Strike Gigantamax),Wushu Pokémon,Gigantamax,Legendary,29.0,0.0,Fighting,Dark,Unseen Fist,None,None,87.5,12.5,100,130,100,63,60,97,550,3,Erratic,600000,No Eggs Discovered,No Evolution,Urshifu
892,Urshifu (Rapid Strike Gigantamax),Wushu Pokémon,Gigantamax,Legendary,29.0,0.0,Fighting,Water,Unseen Fist,None,None,87.5,12.5,100,130,100,63,60,97,550,3,Erratic,600000,No Eggs Discovered,No Evolution,Urshifu
893,Zarude,Rogue Monkey Pokémon,None,Mythical,1.8,70.0,Dark,Grass,Leaf Guard,None,None,0.0,0.0,105,120,105,70,95,105,600,3,Slow,1250000,No Eggs Discovered,No Evolution,Zarude
894,Regieleki,Electron Pokémon,None,Legendary,1.2,145.0,Electric,None,Transistor,None,None,0.0,0.0,80,100,50,100,50,200,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Regieleki
895,Regidrago,Dragon Orb Pokémon,None,Legendary,2.1,200.0,Dragon,None,Dragon's Maw,None,None,0.0,0.0,200,100,50,100,50,80,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Regidrago
896,Glastrier,Wild Horse Pokémon,None,Legendary,2.2,800.0,Ice,None,Chilling Neigh,None,None,0.0,0.0,100,145,130,65,110,30,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Glastrier
897,Spectrier,Swift Horse Pokémon,None,Legendary,2.0,44.5,Ghost,None,Grim Neigh,None,None,0.0,0.0,100,65,60,145,80,130,580,3,Slow,1250000,No Eggs Discovered,No Evolution,Spectrier
898,Calyrex,King Pokémon,None,Legendary,1.1,7.7,Psychic,Grass,Unnerve,None,None,0.0,0.0,100,80,80,80,80,80,500,3,Slow,1250000,No Eggs Discovered,No Evolution,Calyrex
